symbol,accuracy,recall,precision,trade_amount,pred_ct
RHI,0.640251572327044,0.0035026269702276708,0.4,1.2700004577636719,5
LDOS,0.6513647642679901,0.0,0.0,0,0
GWW,0.6382092660072879,0.001440922190201729,0.3333333333333333,-0.6499938964843182,3
HII,0.6380789022298456,0.0,0.0,0,0
PM,0.672108843537415,0.024390243902439025,0.8571428571428571,7.850013732910156,7
XEL,0.6709470304975923,0.0,0.0,0,0
BXP,0.6815686274509803,0.0,0.0,0,0
A,0.6608846487424112,0.0,0.0,-0.789997100830071,1
LUV,0.6533827618164968,0.0,0.0,0,0
GRMN,0.66,0.0,0.0,0,0
ZBH,0.6800748362956034,0.0,0.0,0,0
HBI,0.5972906403940886,0.028846153846153848,0.2727272727272727,-2.0999975204467773,33
UDR,0.6782857142857143,0.0,0.0,0,0
WY,0.6625250501002004,0.00830367734282325,0.5384615384615384,2.3700027465820277,13
HLT,0.6143497757847534,0.0,0.0,0,0
QRVO,0.6055979643765903,0.0064516129032258064,0.5,-0.2599945068359659,2
AEE,0.6770833333333334,0.0,0.0,0,0
TSN,0.6623093681917211,0.0,0.0,-0.1999969482421946,1
HCA,0.6188034188034188,0.0,0.0,0,0
DHI,0.6130718954248366,0.0,0.0,-0.220001220703125,1
REGN,0.6377358490566037,0.008680555555555556,0.5,32.95999145507818,10
AEP,0.6890724746526474,0.0,0.0,0,0
URI,0.5872,0.0,0.0,-8.549995422363295,3
GOOG,0.6349726775956284,0.0,0.0,0,0
AMT,0.6564516129032258,0.0,0.0,0,0
ALTR,0.588,0.0,0.0,0,0
MDLZ,0.7001862197392924,0.0,0.0,0,0
HUM,0.659212445308702,0.0,0.0,0,0
TRV,0.7049180327868853,0.0,0.0,0,0
MS-PF,0.8632286995515696,0.0,0.0,0,0
UAL,0.6171224732461356,0.0,0.0,0,0
MCO,0.6477272727272727,0.0,0.0,0,0
FAST,0.6469872185027389,0.0,0.0,0,0
MSFT,0.6682926829268293,0.0,0.0,0,0
MRCR,0.9605734767025089,0.0,0.0,0,0
HD,0.6750362143891839,0.0,0.0,0,0
AME,0.691908713692946,0.0,0.0,0,0
SRE,0.6674836601307189,0.0,0.0,0,0
RL,0.5987460815047022,0.005917159763313609,0.2727272727272727,-8.36001586914064,11
DIS,0.7117117117117117,0.0,0.0,0,0
EIX,0.6556997219647822,0.0,0.0,0,0
LRCX,0.6069469835466179,0.0,0.0,-0.09999847412109375,1
BBY,0.6095238095238096,0.002728512960436562,0.2222222222222222,-0.44000053405761363,9
NSC,0.6478388998035364,0.0013966480446927375,0.3333333333333333,2.1299972534179545,3
PVH,0.6191811553561414,0.02373887240356083,0.43243243243243246,4.399993896484382,37
SYF,0.5845410628019324,0.0,0.0,0,0
MSCI,0.59254327563249,0.0,0.0,0,0
DXCM,0.564625850340136,0.0051813471502590676,1.0,1.0724983215332031,2
BDX,0.6857142857142857,0.0,0.0,0,0
BA,0.6591591591591591,0.0,0.0,0,0
MU,0.5952522255192878,0.005856515373352855,0.5714285714285714,0.8900012969970721,7
PPG,0.6885656970912738,0.008077544426494346,0.4166666666666667,4.59998321533206,12
TJX,0.6670467502850627,0.0,0.0,0,0
WMB,0.6514341273699562,0.019417475728155338,0.5833333333333334,2.929997444152816,24
OKE,0.624468085106383,0.008534850640113799,0.4,1.540000915527333,15
BAC,0.6608884073672806,0.0,0.0,0,0
VTR,0.640405616224649,0.030837004405286344,0.4,0.5999965667724751,35
ALK,0.6367713004484304,0.013850415512465374,0.37037037037037035,-12.110006332397457,27
CTQ,-999.999,-999.999,-999.999,-999.999,-999.999
EXR,0.6437158469945355,0.0,0.0,0,0
WYNN,0.6023856858846919,0.02531645569620253,0.4,-2.7000198364257812,25
SWKS,0.6179073399271213,0.009628610729023384,0.3333333333333333,4.57001113891608,21
WBA,0.6781914893617021,0.001652892561983471,0.5,0.6800003051757812,2
FFIV,0.6295666949872557,0.0,0.0,0,0
HON,0.7195945945945946,0.0,0.0,0,0
PG,0.7383633633633634,0.0,0.0,0,0
ABT,0.6775325977933802,0.0,0.0,-0.31999969482421875,1
DOV,0.6702127659574468,0.0,0.0,0,0
UNP,0.6779425393883225,0.0,0.0,0,0
BSX,0.6664490861618799,0.0,0.0,0,0
SWK,0.676063829787234,0.0,0.0,0,0
CHRW,0.6465448768864178,0.0,0.0,0,0
O,0.6773049645390071,0.0022026431718061676,0.3333333333333333,1.4341087341308665,3
SPG,0.6572608396421198,0.008,0.6666666666666666,3.0499992370605398,6
MO,0.6876876876876877,0.0,0.0,-0.10000228881835938,1
JPM,0.6978527607361963,0.0,0.0,0,0
EBAY,0.6366639141205616,0.0,0.0,0,0
CINF,0.6818734793187348,0.0,0.0,0,0
VMC,0.6446327683615819,0.006389776357827476,0.36363636363636365,6.2999954223632955,11
NOV,0.5960214231063504,0.009784735812133072,0.18518518518518517,-3.5599937438964737,27
DFS,0.592496765847348,0.0,0.0,0,0
CAT,0.6621621621621622,0.007743362831858407,0.7,6.9499893188476705,10
ADM,0.6775325977933802,0.0,0.0,0,0
HOLX,0.6569165143205362,0.0017761989342806395,0.5,0.20999908447264914,2
WHR,0.6483627204030227,0.013024602026049204,0.36,2.2700347900390057,25
CPICQ,-999.999,-999.999,-999.999,-999.999,-999.999
RJF,0.6395679363274588,0.0,0.0,0,0
GIS,0.6779233870967742,0.0,0.0,0,0
WSPOF,0.8683127572016461,0.0,0.0,0,0
FISV,0.6723404255319149,0.0,0.0,0,0
GE,0.6951951951951952,0.011111111111111112,0.45,7.227703094482408,20
EQR,0.6863945578231293,0.0,0.0,0,0
FANG,0.5952380952380952,0.014563106796116505,0.75,6.739997863769538,4
ALLE,0.643652561247216,0.006289308176100629,0.3333333333333333,-2.1300048828125,3
EOG,0.6372372372372372,0.0,0.0,-1.0699996948242188,3
SHW,0.6624136097820308,0.0047169811320754715,0.6,4.5066680908203125,5
AMD,0.5871743486973948,0.0,0.0,0,0
HPQ,0.6332582582582582,0.010309278350515464,0.37037037037037035,1.0490479469299352,27
FRT,0.6829659318637274,0.0,0.0,-0.970001220703125,1
ADI,0.6566390041493776,0.010670731707317074,0.35,3.4199943542480256,20
HAL,0.624163715072806,0.03138075313807531,0.5084745762711864,5.489997386932387,59
PHM,0.6128518321826872,0.0,0.0,0,0
BEN,0.6485730274202575,0.009554140127388535,0.5,1.600006103515625,12
SEGXF,0.9235836627140975,0.0,0.0,0,0
MOS,0.5950885208452313,0.07482014388489208,0.4406779661016949,6.249999999999982,118
GPN,0.628310502283105,0.0,0.0,0,0
PAYX,0.6839220462850183,0.0,0.0,-1.4099960327148438,1
DRI,0.6287988422575976,0.0,0.0,0,0
CL,0.7268398268398268,0.0,0.0,0,0
CDE,0.586333129957291,0.12968299711815562,0.5487804878048781,10.650001049041741,164
SYK,0.6653340948029697,0.0,0.0,0,0
MAA,0.673582295988935,0.0,0.0,0,0
FLT,0.6325503355704698,0.0,0.0,0,0
JBHT,0.6397326852976913,0.0,0.0,0,0
KO,0.7481231231231231,0.0,0.0,0,0
NMHLY,0.8820224719101124,0.0,0.0,0,0
MSI,0.6805194805194805,0.0,0.0,0,0
APA,0.6191780821917808,0.014510278113663845,0.3870967741935484,3.180008888244627,31
PSX,0.6037735849056604,0.0,0.0,0,0
AXP,0.7036599763872491,0.0,0.0,0,0
VZ,0.7349643221202854,0.0,0.0,0,0
TRAUF,0.9109756097560976,0.0,0.0,0,0
CPB,0.6682615629984051,0.0,0.0,0,0
D,0.6913451511991658,0.0,0.0,0,0
ACN,0.6538821328344246,0.0,0.0,0,0
FPLPF,1.0,0.0,0.0,0,0
INTH,-999.999,-999.999,-999.999,-999.999,-999.999
UEEC,0.6316455696202532,0.006920415224913495,0.3333333333333333,0.037000000476836825,6
MDT,0.6977648202137998,0.0,0.0,0,0
DPZ,0.6608695652173913,0.003194888178913738,1.0,4.670013427734375,1
AKAM,0.6410034602076125,0.0,0.0,0,0
NRG,0.6288117770767613,0.002824858757062147,1.0,0.7599983215332031,1
NOW,0.5857418111753372,0.004651162790697674,0.5,9.000000000000057,2
FMBM,0.8148148148148148,0.0,0.0,0.0,1
ALB,0.6077616077616078,0.0071174377224199285,0.3333333333333333,4.919990539550788,12
KR,0.654978354978355,0.0,0.0,0,0
LVS,0.6146993318485523,0.0,0.0,0,0
WEC,0.6760710553814002,0.0,0.0,0,0
ABBV,0.6186612576064908,0.0,0.0,0,0
PNR,0.668937875751503,0.0,0.0,0,0
WU,0.6460396039603961,0.0,0.0,0.07000160217285512,1
WRB,0.6845238095238095,0.0,0.0,0,0
KIM,0.6339113680154143,0.031746031746031744,0.46153846153846156,-1.4799985885620206,39
ESS,0.6815955213435969,0.0,0.0,0,0
CNP,0.6805555555555556,0.0,0.0,0,0
ENS,0.6226826608505998,0.0,0.0,0,0
NEE,0.68816120906801,0.0,0.0,0,0
GPC,0.6798795785248369,0.0,0.0,0,0
VRSK,0.6402439024390244,0.0,0.0,0,0
NTAP,0.5239852398523985,0.30632411067193677,0.34521158129175944,-27.469951629638622,449
TCYSF,0.931958762886598,0.0,0.0,0,0
ADP,0.6705115346038114,0.0,0.0,0,0
STX,0.586,0.0,0.0,0,0
BR,0.6420382165605095,0.0,0.0,0,0
HRL,0.6819277108433734,0.001893939393939394,0.5,0.6100006103515625,2
HES,0.6078234704112337,0.011583011583011582,0.391304347826087,4.460002899169936,23
ALGN,0.5846294602012809,0.01978021978021978,0.5294117647058824,37.049972534179716,17
ROST,0.6440677966101694,0.0,0.0,0,0
AWK,0.6493150684931507,0.0,0.0,0,0
FDX,0.666073018699911,0.0,0.0,0,0
RF,0.6328267477203647,0.0,0.0,0,0
HTLF,0.6268781302170284,0.006772009029345372,0.3,1.259990692138679,10
FRMC,1.0,0.0,0.0,0,0
FIS,0.6421248835041938,0.0,0.0,0,0
MMC,0.7046485260770975,0.0,0.0,0,0
KEYS,0.6203473945409429,0.0,0.0,0,0
ES,0.6744669786791472,0.0,0.0,0,0
LH,0.6672760511882998,0.0,0.0,0,0
LNC,0.622848200312989,0.0,0.0,0,0
HRB,0.6313465783664459,0.0015128593040847202,0.1111111111111111,-1.3700037002563406,9
BK,0.6849699398797595,0.0,0.0,0.02000045776367898,1
FBHS,0.6451612903225806,0.0,0.0,0,0
DVA,0.6251840942562592,0.0,0.0,0,0
KSS,0.5861618798955613,0.04692556634304207,0.3918918918918919,-5.630002021789515,74
DLTR,0.6391085549964055,0.006012024048096192,0.3333333333333333,1.6499938964843892,9
KHC,0.6566757493188011,0.0,0.0,0,0
HBAN,0.647237401335762,0.0,0.0,0,0
FE,0.6669322709163347,0.0,0.0,0,0
FMC,0.6558510638297872,0.0015432098765432098,1.0,0.4336509704589844,1
IBM,0.7188438438438438,0.0,0.0,0,0
JCI,0.6417657045840407,0.0,0.0,0,0
ANET,0.5947867298578199,0.0,0.0,0,0
IEX,0.6912991656734208,0.0,0.0,0,0
PH,0.6595744680851063,0.0,0.0,-2.660003662109389,2
GS-PJ,0.8472803347280334,0.0,0.0,0,0
TTWO,0.6160436137071651,0.006122448979591836,0.3333333333333333,-3.670005798339858,9
PFE,0.7095631641086186,0.0,0.0,0,0
ITW,0.6958965711073637,0.0,0.0,0,0
RCL,0.6255892255892256,0.012612612612612612,0.4666666666666667,6.110000610351555,15
SLG,0.6369376479873717,0.02869757174392936,0.3939393939393939,-13.932762145996072,33
NVR,0.61395101171459,0.0,0.0,0,0
PWR,0.6336553945249598,0.0,0.0,0,0
ULTA,0.6021220159151194,0.0,0.0,-5.0,1
IRM,0.6453531598513012,0.006263048016701462,0.75,0.48999977111816406,4
LKQ,0.6173096976016684,0.0110803324099723,0.2857142857142857,3.2299995422363423,14
MKTX,0.5995575221238938,0.027932960893854747,0.4166666666666667,79.4999389648437,24
K,0.7038784067085954,0.0,0.0,0,0
VRSN,0.6422829581993569,0.0,0.0,-3.450012207031193,4
TMO,0.6815358554488989,0.0,0.0,0,0
FITB,0.6471641791044777,0.0,0.0,0,0
CHTR,0.6381987577639752,0.0,0.0,0,0
MAR,0.6232821341956346,0.0,0.0,0,0
NOK,0.72,0.002531645569620253,0.16666666666666666,-0.15999960899353072,6
OMC,0.6936170212765957,0.0,0.0,0,0
NLSN,-999.999,-999.999,-999.999,-999.999,-999.999
NVRO,0.595,0.0379746835443038,0.375,-22.17000579833985,16
HSY,0.6978723404255319,0.0,0.0,0.12999725341795454,1
STZ-B,-999.999,-999.999,-999.999,-999.999,-999.999
CCI,0.6548890714872637,0.0,0.0,0,0
AOS,0.6656266250650026,0.0,0.0,0,0
FCX,0.604075691411936,0.0055248618784530384,0.42857142857142855,1.0099983215332031,7
LEG,0.6813808715336729,0.005338078291814947,0.42857142857142855,0.26999664306640625,7
COP,0.630529897909577,0.0,0.0,0,0
LBTYA,0.64,0.0,0.0,-0.20000076293944957,1
PEG,0.6779425393883225,0.0,0.0,0,0
AJG,0.6935483870967742,0.0,0.0,0,0
CMI,0.6689366160293347,0.0,0.0,-0.6299972534179688,1
PNWRF,0.8949416342412452,0.0,0.0,0,0
TXN,0.6477764659582841,0.0,0.0,0,0
TW,0.6089385474860335,0.0,0.0,0,0
SO,0.6932425862907147,0.0,0.0,0,0
SLB,0.630529897909577,0.07201086956521739,0.4076923076923077,16.08999061584473,130
IVZ,0.6276517922457937,0.10975609756097561,0.432,3.1599974632263343,125
NDAQ,0.6545988258317026,0.0,0.0,0,0
XYL,0.6732851985559567,0.0446927374301676,0.4444444444444444,4.98004150390625,18
HST,0.6454363089267804,0.019886363636363636,0.45161290322580644,0.8599958419799876,31
JNPR,0.6584327086882453,0.0,0.0,0,0
GGG,0.6605898123324396,0.001579778830963665,0.5,0.16333198547362926,2
APH,0.6966003848620911,0.0,0.0,0,0
DAL,0.631578947368421,0.024734982332155476,0.3888888888888889,3.109998703002919,18
C,0.6818181818181818,0.0,0.0,0,0
NWL,0.6466965285554311,0.0,0.0,-0.23999977111816406,2
SONC,-999.999,-999.999,-999.999,-999.999,-999.999
FRC,0.6381909547738693,0.0,0.0,0,0
SCHW,0.6436233611442194,0.008347245409015025,0.5555555555555556,0.2699985504150355,9
TYL,0.6470923603192702,0.0,0.0,0,0
JKHY,0.6955997588908981,0.0,0.0,0,0
NCTKF,0.9981515711645101,0.0,0.0,0,0
TEL,0.6351875808538163,0.0,0.0,0,0
RSG,0.7170891251022077,0.0,0.0,0,0
GM,0.6133333333333333,0.0,0.0,0,0
RE,0.6615271659324523,0.0,0.0,0,0
CLX,0.6763527054108216,0.0,0.0,0,0
IT,0.6493506493506493,0.0,0.0,0,0
MMM,0.7143393393393394,0.0,0.0,0,0
BIO,0.6675964667596467,0.0,0.0,0,0
TIME,0.8055555555555556,0.0,0.0,0,0
AMAT,0.6139438085327783,0.0,0.0,0,0
ATVI,0.65,0.0,0.0,-2.1700019836425852,2
IPGP,0.5764411027568922,0.008955223880597015,0.3333333333333333,2.949989318847713,9
AAPL,0.6436018957345971,0.0,0.0,0,0
COWN,0.6324786324786325,0.0,0.0,0,0
COTY,0.5774946921443737,0.01485148514851485,1.0,0.8599996566772461,3
PKI,0.6506986027944112,0.0,0.0,0,0
HAS,0.6755208333333333,0.0,0.0,0,0
CAH,0.6427330631152287,0.00825082508250825,0.23809523809523808,-6.48999404907228,21
IR,0.5912408759124088,0.01818181818181818,0.3333333333333333,-0.7600021362304759,6
ROP,0.6901681759379042,0.0,0.0,0.5200042724609375,1
WRK,0.6422764227642277,0.007633587786259542,0.3333333333333333,0.4799995422363281,3
PXD,0.6033123028391167,0.012048192771084338,0.35294117647058826,14.5799560546875,17
ILMN,0.610912343470483,0.0,0.0,0,0
CDNS,0.6175395858708892,0.003179650238473768,0.6666666666666666,0.830001831054684,3
TMUS,0.647887323943662,0.007246376811594203,0.6666666666666666,0.9300003051757528,3
STT,0.6508196721311476,0.0015625,1.0,1.2399978637695312,1
RIBT,0.6392075078206465,0.0,0.0,0,0
MNST,0.6641074856046065,0.0,0.0,0,0
T,0.716804979253112,0.0,0.0,0,0
ROL,0.6602052451539339,0.0,0.0,0,0
V,0.6517006802721088,0.0,0.0,0,0
PKG,0.6547202797202797,0.0025252525252525255,1.0,0.9400024414062358,1
TWTR,-999.999,-999.999,-999.999,-999.999,-999.999
ORLY,0.6471380471380471,0.0,0.0,-1.5599975585937784,2
GD,0.6956709956709957,0.0,0.0,0,0
NOXL,-999.999,-999.999,-999.999,-999.999,-999.999
DG,0.6651305683563749,0.0,0.0,0,0
CFG,0.645320197044335,0.0,0.0,0,0
XLEFF,0.9757575757575757,0.0,0.0,0,0
NCLH,0.5580448065173116,0.018779342723004695,0.3333333333333333,-1.2199954986572177,12
MRO,0.59496996996997,0.09266409266409266,0.4085106382978723,-2.719995975494397,235
NI,0.6482254697286013,0.0,0.0,0,0
USB,0.7006012024048096,0.0,0.0,0,0
CTSH,0.6595918367346939,0.0,0.0,0,0
BIIB,0.6596424010217113,0.0018726591760299626,1.0,9.72998046875,1
FN,0.5903225806451613,0.0,0.0,0,0
HSIC,0.6359616801768607,0.0,0.0,0,0
AMZN,0.65703125,0.0,0.0,0,0
CHD,0.6875997871208089,0.0,0.0,0,0
EQIX,0.6550179211469535,0.0,0.0,0,0
MGM,0.6100591715976331,0.0,0.0,-1.1299991607666016,1
PEP,0.747737111373475,0.0,0.0,0,0
RXMD,0.5984251968503937,0.00390625,1.0,0.0010000020265578946,1
CPRT,0.6388888888888888,0.0,0.0,0,0
CSCO,0.6794637416209628,0.0,0.0,0,0
WDC,0.5950138504155125,0.026352288488210817,0.3958333333333333,-4.470012664794929,48
ODFL,0.604099935938501,0.0,0.0,0,0
CNC,0.6085714285714285,0.04810126582278481,0.35185185185185186,-0.5499954223633239,54
BLK,0.6741379310344827,0.0,0.0,0,0
MCK,0.6233120113717129,0.0,0.0,0,0
INTU,0.6371562709590879,0.0,0.0,0,0
REG,0.6771761480466073,0.0,0.0,-1.3199996948242188,4
CRM,0.6338028169014085,0.0,0.0,0,0
PNW,0.6708138932089165,0.0,0.0,0,0
AMP,0.6225319396051103,0.0,0.0,0,0
CNWT,-999.999,-999.999,-999.999,-999.999,-999.999
WST,0.6472934472934473,0.0,0.0,0,0
WAT,0.6516605166051661,0.0,0.0,0,0
AON,0.6845393024466424,0.0,0.0,0,0
AIZ,0.6464968152866242,0.0,0.0,0,0
F,0.6780794962613145,0.0,0.0,-0.9899997711181641,3
BHI,-999.999,-999.999,-999.999,-999.999,-999.999
CMG,0.6365795724465558,0.0,0.0,0,0
MCD,0.7432432432432432,0.0,0.0,0,0
AAP,0.6321292775665399,0.0,0.0,0.0300140380859375,1
ICE,0.6725352112676056,0.0,0.0,0,0
UHS,0.6534713763702802,0.0,0.0,0,0
MRK,0.7124624624624625,0.0,0.0,-0.07633209228516336,1
AMGN,0.6935483870967742,0.0,0.0,0,0
MLM,0.6447368421052632,0.001949317738791423,0.5,-3.509994506835966,2
LYV,0.6174734356552538,0.006172839506172839,0.5,1.440002441406243,4
ZION,0.6341756919374247,0.003284072249589491,0.6666666666666666,0.3800029754638601,3
NTRS,0.6664645239539114,0.0018148820326678765,1.0,1.75,1
FLS,0.6291793313069909,0.0,0.0,-1.9800014495849645,3
EL,0.6612546125461255,0.0,0.0,0,0
KEY,0.6458569807037458,0.0,0.0,0,0
CF,0.6023121387283237,0.0,0.0,0,0
ED,0.7004504504504504,0.0,0.0,0,0
SNPS,0.6269430051813472,0.0,0.0,0,0
EMR,0.6887052341597796,0.0,0.0,0,0
ARE,0.6690140845070423,0.0,0.0,0,0
BMY,0.6812278630460449,0.0,0.0,0,0
AVY,0.6685393258426966,0.003076923076923077,0.6666666666666666,2.1199951171875,3
DE,0.6713892168437623,0.0023923444976076554,0.6666666666666666,1.8800048828125142,3
WM,0.7231063017186505,0.0,0.0,0,0
KACPF,-999.999,-999.999,-999.999,-999.999,-999.999
PRU,0.6314285714285715,0.0,0.0,0,0
PCAR,0.6540983606557377,0.0,0.0,0,0
BSHI,0.9727891156462585,0.0,0.0,0,0
BAX,0.6864365580943121,0.0,0.0,0,0
MPC,0.5596491228070175,0.020161290322580645,0.38461538461538464,-0.7100009918213139,13
BWA,0.6340136054421769,0.0037593984962406013,0.2,-3.229995727539059,10
LYB,0.6146496815286624,0.03404255319148936,0.34782608695652173,-2.7900047302246094,23
KMX,0.6221020092735703,0.0,0.0,0,0
ABMD,0.5938028169014085,0.03851444291609354,0.56,37.900001525878906,50
IDXX,0.6166032953105196,0.0,0.0,0,0
DRE,-999.999,-999.999,-999.999,-999.999,-999.999
KGNR,1.0,0.0,0.0,0,0
