symbol,accuracy,recall,precision,trade_amount,pred_ct
SEGXF,0.9235836627140975,0.0,0.0,0,0
MOS,0.6019417475728155,0.0,0.0,-0.6799983978271413,2
GPN,0.628310502283105,0.0,0.0,0,0
PAYX,0.6845310596833131,0.0,0.0,0,0
DRI,0.6266280752532561,0.007797270955165692,0.36363636363636365,-12.510005950927756,11
CL,0.7268398268398268,0.0,0.0,0,0
CDE,0.5680292861500915,0.14553314121037464,0.4675925925925926,-1.6949963569641069,216
SYK,0.6687607081667618,0.010238907849829351,1.0,31.4000244140625,6
MAA,0.673582295988935,0.0,0.0,0,0
FLT,0.6325503355704698,0.0,0.0,0,0
JBHT,0.6397326852976913,0.0,0.0,0,0
KO,0.7481231231231231,0.0,0.0,0,0
